Texto_Procesado,Emocion
"Me duele el estómago, quiero gritar, tengo tanta ansiedad que muevo la cabeza con mi ha regularidad. Lo peor es que al tener esto, puedo enfermarme.",4
"Al momento de reflexionar lo ha sido de mi vida, además de ver alguna película que encaje en la situación, al igual que al momento de escuchar alguna canción que traigas ciertos recuerdos",5
"Primero es la frustración y el sentimiento de enojo por situaciones simples, pero después guardo la calma y veo la mejor manera de tomarlo",2
"Hace muy poco, cuestión de días diría yo.",3
Al no dormir bien o al tener demasiadas cosas en mente.,0
Con frustración.,2
"Después de estar varias horas frente a la computadora, cuando estoy todo el día fuera de casa",0
Dolor de cabeza en la parte trasera y tensión en los hombros,4
Nervios y angustia,4
"Me preocupo y siento como si fuera mi culpa, pienso mucho en las probabilidades de no haber tomado esa ruta, salir más temprano, etc. Pero todo eso basado en que es mi culpa lo acontecido Pero externamente me muestro solo un poco preocupada",2
"Pensar en eso día y noche, revisar pros y contras, y finalmente llorar",3
"El ruido me molesta demasiado, así como también los gritos, la Irresponsabilidad, la impuntualidad, el desinterés, etc.",0
Afrontarla,3
Me enojo,2
"Cuando se me hace tarde para llegar a algún lugar, cuando no encuentro solución a algunos problemas, en ciertas situaciones sobre mi futuro",4
Cuando estoy sola y cuando hablé con mi ex,5
Cuando no me salen mis prácticas,5
"Tener en cuenta todas las opciones que estén dentro de mis posibilidades, posteriormente tomaría la que me haga sentirme más seguro y capaz de lidiar con sus consecuencias ya sean positivas y/o negativas.",3
"Al principio me siento decaída, pero pasando el tiempo lo olvido y decido no quedarme estancada sobrepensando",2
"Trato de solucionarlo rápido, en caso de no poder darle solución pedir ayuda si es posible y aprender lo mas que pueda de estas situaciones.",3
"Cansancio, dolor de cabeza y noto que a la vez estoy distraído o no me concentro",4
Trato de tomarlo con calma y ver todas las opciones,3
"Son muchas cosas que pasan antes de tomar una decisión (aunque sea mínimo). Par de preguntas, y cómo afectaría en un futuro.",3
"pensar en las posibles consecuencias, pensar si me servirá o no tomar esa decisión,",3
"Al cumplir alguna tarea, ver a mi hermano, mi madre",1
Analizo todas las alternativas posibles para darle solución a la situación y si no hay alguna solo dejo que fluya,3
Logro buscar todas las alternativas posibles para buscar la mejor situacion ante los hechos,3
cuando hay fechas límites para un trabajo y cuando se presentan injusticias,0
Con el entorno social ya que los comportamientos de la gente o las condiciones materiales disponibles no son de calidad.,0
"A veces recciono de forma estresada, pero trato de ver el lado positivo de la situación y saber que solo es un acontecimiento temporal.",2
Al despertar y en transcurso del camino entre mi casa y la universidad.,4
Algunas cosas no salen bien y no soy muy bueno lidiando con eso,5
"Puntos de vista, posibles consecuencias, beneficios",3
"Entrega de proyectos finales, busqueda de trabajo",0
"Pensar si es buena elección a futuro Consultarlo con mi familia De acuerdo a eso, ver si me conviene o no",3
"Ganas de vomitar, inflamación en el estómago",4
"Afrontar la elección viendo lo malo también que puede provocar, ser precavido",3
"Un poco achicopalao, mayormente trato de llegar temprano",2
"Trato de tranquilizarme y buscar alguna solución posible, siempre con una sonrisa en la cara.",2
analizar los pros y contras de cada opción y tomar la que me dé más beneficios o en su defecto la que me haga más feliz,3
"Cuando estoy en el trabajo cansado, cuando me llevan la contraria, enojada",0
Cuando gano una apuesta,1
Externamente calmado y tolerante por dentro surge una ansiedad pero no la hago notoria,2
Sensación de angustia en el pecho y dolor de cabeza,4
"AMIGOS, PAREJA, PRACTICANDO UNA DISCIPLINA, AUMENTAR PESOS EN GYM",1
Buscar la solución de los problemas y actuar para evitar que crezca el problema,3
"Dolor muscular en la espalda y hombros, cansancio, apetito moderado",4
Analizar la situación desde diferentes perspectivas armar posibles decisiones y elegir la que más me beneficie sin ignorar mis principios.,3
"Cansancio, sudor, nerviosismo",4
días antes de un examen,4
Ante exposiciones de violencia (ajena a mi vida),5
Amarte a ti mismo,1
"Frío, incomodidad, se acelera el corazón y mis manos se ponen frías",4
"Cuando voy al cine, cuando estoy con mi familia, cuando escucho música",1
"Rara vez me pasa porque soy muy planificador, pero si me llega a pasar algo así pienso posibles soluciones",2
"Cuando estoy triste, no tengo ánimos de nada.",0
"Cuando siento que puedo bajar mi rendimiento escolar, mas cuando se que puedo reprobar alguna materia.",4
"Estrés, fatiga y desconcentración",4
"Principalmente es cuando tengo hambre , una de las cosas que mas emperran es no comer, eso me pone demasiado molesto .",0
Siempre estoy cansado,0
la vida,1
Cuando estoy con mis amigos,1
"Ver qué tan viable es, identificar que se necesita y en base a eso tomar una decisión",3
Con ansiedad,2
"La última vez que me pasó, fue hace unos días, que por error de mi primo se bloqueó mi laptop y tenía mi proyecto guardado, mi preocupación era no poder recuperarlo y tener que empezar desde 0",4
"En las mañanas cuando tengo que tomar el transporte a la universisdad, en las tardes cuando comienza a anochecer. Durante la cena y la madrugada cuando hago tareas.",1
Cuando visito a mi familia y a mi novio,1
"Vivir en plenitud, sentirse pleno consigo mismo y su enterno. no tener remordimientos",1
Cuando me siento muy estresada por la escuela y que los proyectos me sobre pasan,5
"Estar en tranquilidad , Posteriormente intentar visualizar los escenarios posibles , y Finalmente tomar la decision que se la mas adecuada",3
"Cuando paso tiempo con mis amigos, mi pareja y mi familia",1
últimamente cada vez que despierto me siento muy cansado,0
No tendria respueta alguna por el momento,1
"Cuando hay mucho tráfico, cuando siento mucho calor, cuando no pude dormir bien y tengo sueño, cuando tengo carga de proyecto y tareas, y cuando mis planes no salen como esperaba.",0
"Analizar las decisiones, analizar posibles consecuencias, visualizar pros y contras, seguir la que me haga sentir más cómodo",3
"Valorar las opciones, analizar ventajas y desventajas y solicitar ayuda a terceros",3
"Nervios y comezón en el cuerpo, sensación de calor (subida de presión)",4
Saber amar y saber dejarse amar,1
"Me molesto, pero después de un rato me calmo",2
"Analizar las posibilidades que tengo, sus vetajas y desventajas y elegir lo que mas me conviene o es mejor",3
"Con calma, aveces con algo de frustración, aunque sean situaciones que aveces uno no puede manejar",2
"Escalofríos, me tiemblan las manos y las piernas, también se me acelera el corazón.",4
Pienso mucho en cómo podría superarlo,3
Suelo sudar más de lo normal y no puede captar de manera clara las cosas,4
"Cuando no me salen las cosas, cuando tengo problemas de salud, cuando mi mamá está mal de salud",5
"Cuando las demás personas hacen una situación más difícil de lo que en realidad en es, solo quieren y buscan su propio beneficio y no resolver el problema",0
La felicidad es hacer lo que te genera placer en todas las áreas.,1
"Cuando tengo muchas cosas que hacer, las cosas no salen como quiero, hay problemas con mi familia",5
Diría que es la temporada de primavera después del invierno,1
"Dolor de estómago, fatiga, y baja retención en el aprendizaje ya que no puedo concentrarme bien,",4
Cuando me duele el estómago,5
"Cuando el servicio de Transporte universitario no sale, según los horarios designados",4
"La felicidad no es un estado permanente, son instantes de satisfacción.",1
Se me irritan muchos los ojos y me da comezon el cuerpo,4
Reacciono de forma irritada pero a veces me puedo calmar relativamente rápido si son situaciones insignificantes como llegar tardar al trabajo o si mi celular se descarga.,2
Tomar cosas con calma y de forma rápida,3
Buscar hacer algo que te guste,1
"Soy una persona bastante fría, me lo mencionan y es que no suelo tener sentimientos tristes para llorar, de pequeño siempre se me decía que no debía llorar o el clásico de que me iban a dar razones de a deveras para llorar, entonces suelo retener emociones en ese aspecto. Esta semana profesores que faltan, no explican y aun así dejan mil tareas y avances, el hecho de que se me junto todo y no supe por dónde empezar me causo cierta frustración con ganas de llorar. igualmente hace no mucho falleció Akira Toriyama, y aunque no lo conocí en persona, fue parte importante de mi infancia y de la persona que soy ahora, es por eso que fue una gran pérdida que desanimo bastante durante algunos días.",5
"Desde hace unos meses, soy de la idea de que todo pasa por algo, por lo que trato de relajarme y simplemente resolver.",2
al pensar en las fechas para terminar mi pendientes,4
Cuando me pongo a pensar en si pasare mi examen de admisión a la universidad,4
Enfocarte en mejorar física y mentalmente,1
"Diría que cada persona posee el secreto de su propia felicidad, la felicidad no es algo en específico, para unos la felicidad está en la autorrealización, en alcanzar metas propias, para otros está en tener dinero, en viajar, o recibir honores, etc. Pero lo que es cierto es que cada individuo está en busca de su propia felicidad.",1
Dolor de cabeza,4
Hago lista de pros y contras,3
"Generalmente en las tardes, después de un largo día, o cuando hago muchas actividades físicas.",0
Sentir pleno y completo contigo mismo,1
Tranquilidad,1
Al regresar de la universidad a mi casa,0
"Cuando no estoy platicando con alguien, ya que empiezo a sobrepensar, por otro lado cuando los profesores empiezan a dejar demasiadas tareas y tengo esa preocupación de tener que entregar todo a tiempo",4
En situaciones donde no me siento comodo o bien en pequeñas cosas que afectan mi dia,0
"Reacciono de una manera tranquila , una de mis estrategias para no reaccionar de mala forma , es contar hasta 10 , ademas que siento que hay peores situaciones que esas.",2
Incomodidad como “sudar frío”,4
"Determino cual es el problema o temática, analizo las ventajas y desventajas de cada posible decisión que puedo tomar y tomo la decisión que crea más conveniente.",3
Cuando algo sale mal,5
Cuando me saturo de tareas y no tengo dinero,0
Analizar las consecuencias de todas las posibles elecciones.,3
Cabeza fría y buscar la solución más adaptable,2
Tener que cumplir con compromisos por los cuales me siento rebasado. El futuro también me preocupa,4
Las amistades y el amor,1
despues de mucho trabajo,0
"Tensión, llorar, presión, dolor de cabeza",4
"Cuando estoy atascado, pero luego se me viene a la mente todo lo que he pasado (logros, tropiezos, experiencias) y simplemente sigo adelante.",5
Caundo no obtengo los resultados que esperaba pero principalmente cuando intencionalmente entro a las redes sociales y realizo esa comparacion entre los demas y conmingo,5
Ejerciendo deporte o estando con seres queridos.,1
En las noches,4
"En la superación de los límites, la autosuficiencia, la auto aceptación en la búsqueda del mayor desarrollo personal así como la forma de enfrentar a la vida lo mejor posible para elegir el mejor camino para uno mismo, o mejor dicho ""una buena vida en la que pueda estar tranquilo sabiendo que logré hacer todo lo que me propuse""",1
"Me siento alegro cuando estoy haciendo actividades que no tengan que ver con la universidad, como pasar tiempo con mis amigos, ir al cine, ir al gimnasio o ver películas",1
Encontrar la paz interior y la satisfacción en el logro de los objetivos y el desarrollo personal.,1
En recreativas o juegos didacticos,1
Cuando veo futbol y pasa algo malo al equipo que apoyo,5
